,Datetime,Open,High,Low,Close,Volume,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,RSI_14,RSI_14_A_70,RSI_14_B_30,MA10,MA20,MA50,old_slope20,old_slope,old_ma10_50,slopes,old_slope20s1,slope_chg_dn,slope_chg_up,slope_chg_up_s1,slope_chg_dn_s1,ma1s1,ma1s2,ma2s1,ma2s2,buy_pt,sell_pt,buy_pt_s1,sell_pt_s1,buy_price,Buy,Buy_zero,tot_buy,Buy_count_tmp,Buy_count,Sell,Sell_zero,tot_sell,Sell_count_tmp,Sell_count
0,2022-10-29 00:32:00,11492.0,11492.25,11487.0,11490.25,497244.0217391304,,,,,0,0,,,,0.0,0.0,0.0,,,NaN,NaN,,,,,,,NaN,NaN,,,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
1,2022-10-29 00:33:00,11490.25,11492.5,11488.5,11491.5,497871.4893617021,,,,,0,0,,,,0.0,0.0,0.0,,0.0,NaN,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
2,2022-10-29 00:34:00,11491.5,11508.0,11490.5,11507.0,499583.8260869565,,,,,0,0,,,,0.0,0.0,0.0,,0.0,NaN,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
3,2022-10-29 00:35:00,11507.0,11507.25,11497.25,11506.0,501667.914893617,,,,,0,0,,,,0.0,0.0,0.0,,0.0,NaN,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
4,2022-10-29 00:36:00,11506.0,11506.25,11095.5,11095.5,598747.7037037037,,,,,0,0,,,,0.0,0.0,0.0,,0.0,NaN,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
5,2022-10-29 00:37:00,11095.5,11095.5,11095.5,11095.5,762325.0,,,,,0,0,,,,0.0,0.0,0.0,,0.0,NaN,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
6,2022-10-29 00:38:00,11095.5,11095.5,11095.5,11095.5,762325.0,,,,,0,0,,,,0.0,0.0,0.0,,0.0,NaN,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
7,2022-10-29 00:39:00,11095.5,11095.5,11095.5,11095.5,762325.0,,,,,0,0,,,,0.0,0.0,0.0,,0.0,NaN,NaN,NaN,NaN,,11298.9,,,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
8,2022-10-29 00:40:00,11095.5,11517.75,11095.5,11516.75,512277.0930232558,,,,,0,0,,,,0.0,0.0,0.0,,0.0,NaN,NaN,NaN,NaN,11298.9,11259.425,,,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
9,2022-10-29 00:41:00,11516.75,11518.25,11095.5,11095.5,520236.975,,,,,0,0,11298.9,,,0.0,-40.794715807135915,0.0,-88.58186451380791,0.0,NaN,NaN,NaN,NaN,11259.425,11219.825,,,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
10,2022-10-29 00:42:00,11095.5,11095.5,11095.5,11095.5,762325.0,,,,,0,0,11259.425,,,0.0,-39.60791715607931,0.0,-88.52103370817575,0.0,NaN,NaN,NaN,NaN,11219.825,11178.675,,,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
11,2022-10-29 00:43:00,11095.5,11095.5,11095.5,11095.5,762325.0,,,,,0,0,11219.825,,,0.0,-34.52738418440078,0.0,-88.221283326994,0.0,NaN,NaN,NaN,NaN,11178.675,11180.475,,,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
12,2022-10-29 00:44:00,11095.5,11095.5,11095.5,11095.5,762325.0,,,,,0,0,11178.675,,,0.0,-22.968978698277805,0.0,-87.1142417033854,0.0,NaN,NaN,NaN,NaN,11180.475,11223.325,,,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
13,2022-10-29 00:45:00,11095.5,11524.0,11095.5,11524.0,604646.3333333334,,,,,0,0,11180.475,,,0.0,23.619110361362054,0.0,87.25011465507046,0.0,NaN,NaN,NaN,NaN,11223.325,11223.325,,,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
14,2022-10-29 00:46:00,11524.25,11527.25,11522.5,11524.0,512431.0,,,,50.993085184640286,0,0,11223.325,,,0.0,35.44552573239793,0.0,88.3099715304107,0.0,NaN,NaN,NaN,NaN,11223.325,11223.325,,,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
15,2022-10-29 00:47:00,11524.0,11526.75,11095.5,11095.5,577079.7428571428,,,,40.10253032743844,0,0,11223.325,,,0.0,21.128156527707493,0.0,86.8889036658778,0.0,NaN,NaN,NaN,NaN,11223.325,11223.325,,,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
16,2022-10-29 00:48:00,11095.5,11095.5,11095.5,11095.5,762325.0,,,,40.10253032743844,0,0,11223.325,,,0.0,3.491038116355777,0.0,71.00203169098721,0.0,NaN,NaN,NaN,NaN,11223.325,11181.2,,,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
17,2022-10-29 00:49:00,11095.5,11095.5,11095.5,11095.5,762325.0,,,,40.10253032743844,0,0,11223.325,,,0.0,-14.811243522113685,0.0,-85.45842058642158,0.0,NaN,NaN,NaN,NaN,11181.2,11221.9,,11260.4,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
18,2022-10-29 00:50:00,11095.5,11095.5,11095.5,11095.5,762325.0,,,,40.10253032743844,0,0,11181.2,,,0.0,1.3517357396219947e-14,0.0,0.0,0.0,NaN,NaN,NaN,NaN,11221.9,11263.475,11260.4,11261.45,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
19,2022-10-29 00:51:00,11095.5,11508.75,11095.5,11502.5,539582.9722222222,,,,52.94217221648434,0,0,11221.9,11260.4,,-22.486407648851944,13.933517842880955,,85.1609467634296,0.0,NaN,NaN,NaN,NaN,11263.475,11263.475,11261.45,11241.65,y,y,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
20,2022-10-29 00:52:00,11503.25,11512.25,11499.5,11511.25,520654.4,,,,53.174566035442126,0,0,11263.475,11261.45,,-5.376594051227783,21.92966246608457,,87.01359866128367,-22.486407648851944,NaN,NaN,NaN,NaN,11263.475,11263.475,11241.65,11221.075,NaN,NaN,y,y,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
21,2022-10-29 00:53:00,11510.75,11510.75,11095.5,11095.5,657535.0434782609,,,,42.44803732423111,0,0,11263.475,11241.65,,-2.1860920126728915,-1.434677649018796,,-50.01587121007197,-5.376594051227783,NaN,NaN,NaN,NaN,11263.475,11220.625,11221.075,11200.55,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
22,2022-10-29 00:54:00,11095.5,11095.5,11095.5,11095.5,762325.0,,,,42.448037324231116,0,0,11263.475,11221.075,,3.149572020506224,-24.35574369594022,,-87.34354203533985,-2.1860920126728915,NaN,y,NaN,NaN,11220.625,11218.0,11200.55,11220.6625,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
23,2022-10-29 00:55:00,11095.5,11095.5,11095.5,11095.5,762325.0,,,,42.448037324231116,0,0,11220.625,11200.55,,9.92416039948382,-15.659941895445208,,-85.71521249508983,3.149572020506224,NaN,NaN,y,NaN,11218.0,11257.575,11220.6625,11240.45,y,y,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
24,2022-10-29 00:56:00,11095.5,11500.0,11095.5,11497.75,587747.2333333333,,,,53.727659598141884,0,0,11218.0,11220.6625,,16.154889965948605,25.459892109958297,,87.39672162711271,9.92416039948382,NaN,NaN,NaN,NaN,11257.575,11257.575,11240.45,11240.45,y,y,y,y,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
25,2022-10-29 00:57:00,11496.75,11496.75,11484.25,11491.25,525855.9047619047,,,,53.54503653450593,0,0,11257.575,11240.45,,20.477923560834906,31.88060488998762,,88.00664682443659,16.154889965948605,NaN,NaN,NaN,NaN,11257.575,11257.575,11240.45,11240.45,NaN,NaN,y,y,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
26,2022-10-29 00:58:00,11490.5,11496.25,11095.5,11095.5,587822.5161290322,,,,43.7863991028694,0,0,11257.575,11240.45,,10.212114526441677,11.12791390949329,,83.71958637806742,20.477923560834906,NaN,NaN,NaN,NaN,11257.575,11257.575,11240.45,11219.3875,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
27,2022-10-29 00:59:00,11095.5,11095.5,11095.5,11095.5,762325.0,,,,43.7863991028694,0,0,11257.575,11240.45,,-0.7535216486862376,-12.8754267878463,,-84.58993207579005,10.212114526441677,y,NaN,NaN,NaN,11257.575,11216.875,11219.3875,11219.3875,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
28,2022-10-29 01:00:00,11095.5,11095.5,11095.5,11095.5,762325.0,,,,43.7863991028694,0,0,11257.575,11219.3875,,5.05596959861364,-33.178933600313066,,-88.10376689372805,-0.7535216486862376,NaN,y,NaN,y,11216.875,11217.275,11219.3875,11240.375,y,y,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
29,2022-10-29 01:01:00,11095.5,11095.5,11095.5,11095.5,762325.0,,,,43.786399102869396,0,0,11216.875,11219.3875,,-4.388151473894371,-26.186200489475695,,-87.47943596154985,5.05596959861364,y,NaN,y,NaN,11217.275,11259.65,11240.375,11261.5625,NaN,NaN,y,y,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
30,2022-10-29 01:02:00,11095.5,11517.0,11095.5,11515.25,555821.447368421,,,,55.386139784411924,0,0,11217.275,11240.375,,1.3712457084423053,15.783913364398897,,85.66222989947825,-4.388151473894371,NaN,y,NaN,y,11259.65,11259.65,11261.5625,11261.5625,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
31,2022-10-29 01:03:00,11514.0,11519.75,11512.5,11519.25,532116.7954545454,,,,55.480418123132445,0,0,11259.65,11261.5625,,5.6628347260271665,24.579806420730247,,87.34148919088297,1.3712457084423053,NaN,NaN,y,NaN,11259.65,11259.65,11261.5625,11240.1375,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
32,2022-10-29 01:04:00,11519.25,11521.5,11095.5,11095.5,674769.2857142857,,,,44.70303080226282,0,0,11259.65,11261.5625,,-6.972386787488513,1.994175336291311,,58.6175808118817,5.6628347260271665,y,NaN,NaN,NaN,11259.65,11219.425,11240.1375,11218.7125,y,y,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
33,2022-10-29 01:05:00,11095.5,11095.5,11095.5,11095.5,762325.0,-14.67151222911707,0.2748797902744027,-14.946392019391473,44.70303080226282,0,0,11259.65,11240.1375,,-2.5050332882241455,-21.194874233337174,,-86.86494042865034,-6.972386787488513,NaN,NaN,NaN,y,11219.425,11179.85,11218.7125,11218.7125,NaN,NaN,y,y,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
34,2022-10-29 01:06:00,11095.5,11095.5,11095.5,11095.5,762325.0,-24.008865458548826,-7.249978751325884,-16.758886707222942,44.70303080226282,0,0,11219.425,11218.7125,,3.6664562716154734,-13.539309615490549,,-84.95956007744809,-2.5050332882241455,NaN,y,NaN,NaN,11179.85,11221.675,11218.7125,11239.625,y,y,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
35,2022-10-29 01:07:00,11095.5,11095.5,11095.5,11095.5,762325.0,-31.050850291196184,-11.433570867178595,-19.61727942401759,44.70303080226282,0,0,11179.85,11218.7125,,-5.828185433666348,0.029500640102966127,,1.3887165895513243,3.6664562716154734,y,NaN,y,NaN,11221.675,11264.1,11239.625,11260.8375,NaN,NaN,y,y,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
36,2022-10-29 01:08:00,11095.5,11519.25,11095.5,11513.75,558355.325,-2.8495466667318397,13.4141862058286,-16.26373287256044,56.03998867941557,0,0,11221.675,11239.625,,-0.018350101534377494,14.997383156339062,,85.46711273688865,-5.828185433666348,NaN,NaN,NaN,y,11264.1,11264.1,11260.8375,11260.8375,y,y,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
37,2022-10-29 01:09:00,11514.5,11521.5,11513.75,11519.75,536195.3777777777,19.756597730402063,28.816264482370002,-9.059666751967939,56.178785525680794,0,0,11264.1,11260.8375,,4.402209311791994,23.46322487259899,,87.20192922632188,-0.018350101534377494,NaN,y,NaN,NaN,11264.1,11264.1,11260.8375,11240.4875,NaN,NaN,y,y,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
38,2022-10-29 01:10:00,11095.5,11095.5,11095.5,11095.5,762325.0,3.3995131671290437,9.967343935277587,-6.567830768148542,45.290000735591924,0,0,11264.1,11260.8375,,-8.290277052290689,0.029465872118415865,,1.3887165895513243,4.402209311791994,y,NaN,y,NaN,11264.1,11222.125,11240.4875,11219.7,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
39,2022-10-29 01:11:00,11095.5,11095.5,11095.5,11095.5,762325.0,-9.454607367255448,-2.309421279285525,-7.145186087969924,45.29000073559191,0,0,11264.1,11240.4875,,-4.608330544875812,-23.41361704898029,,-87.1952935771441,-8.290277052290689,NaN,NaN,NaN,y,11222.125,11179.75,11219.7,11219.7,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
40,2022-10-29 01:12:00,11095.5,11095.5,11095.5,11095.5,762325.0,-19.417754710522786,-9.81805489804229,-9.599699812480496,45.29000073559191,0,0,11222.125,11219.7,,1.0368926468670334,-15.265402923060392,,-85.55537258521908,-4.608330544875812,NaN,y,NaN,NaN,11179.75,11222.025,11219.7,11240.8375,y,y,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
41,2022-10-29 01:13:00,11095.5,11095.5,11095.5,11095.5,762325.0,-27.002354427208047,-13.92212369178204,-13.080230735426007,45.29000073559191,0,0,11179.75,11219.7,,-8.4852397231352,0.04419880330689089,,2.082565279730885,1.0368926468670334,y,NaN,y,NaN,11222.025,11264.275,11240.8375,11261.9625,NaN,NaN,y,y,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
42,2022-10-29 01:14:00,11095.5,11526.25,11095.5,11518.25,544400.8095238095,1.0866612298304972,11.333513572205202,-10.246852342374705,56.571821194373705,0,0,11222.025,11240.8375,,-2.6340668979604693,15.285968340064933,,85.56162005874585,-8.4852397231352,NaN,NaN,NaN,y,11264.275,11307.0,11261.9625,11263.2125,y,y,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
43,2022-10-29 01:15:00,11518.25,11523.5,11518.0,11518.0,539693.880952381,23.0613981550905,26.646600397972165,-3.585202242881663,56.56439277044862,0,0,11264.275,11261.9625,,1.635131235904252,23.597907703905147,,87.21981231063576,-2.6340668979604693,NaN,y,NaN,NaN,11307.0,,11263.2125,,NaN,NaN,y,y,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
44,2022-10-29 01:16:00,11518.5,11523.5,11518.5,11522.75,539992.6,40.39418180701796,35.1835072399197,5.210674567098262,56.68078270004181,0,0,11307.0,11263.2125,,19.777758743313566,26.277841377421854,,87.5570590576714,1.635131235904252,NaN,NaN,y,NaN,,,,,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
